country,time,Confirmed,Newly Infected,Fatality,Growth Rate,latitude,longitude
australia,2020/01/22,0,0.0,0.0,0.0,-35.4735,149.0124
australia,2020/01/23,0,0.0,0.0,0.0,-35.4735,149.0124
australia,2020/01/24,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/01/25,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/01/26,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/01/27,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/01/28,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/01/29,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/01/30,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/01/31,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/01,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/02,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/03,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/04,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/05,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/06,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/07,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/08,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/09,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/10,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/11,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/12,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/13,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/14,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/15,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/16,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/17,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/18,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/19,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/20,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/21,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/22,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/23,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/24,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/25,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/26,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/27,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/28,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/02/29,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/01,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/02,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/03,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/04,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/05,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/06,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/07,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/08,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/09,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/10,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/11,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/12,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/13,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/14,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/15,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/16,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/17,0,10.0,0.0,0.0,-35.4735,149.0124
australia,2020/03/18,568,10.0,0.01056338,0.0,-35.4735,149.0124
australia,2020/03/19,681,10.0,0.008810573,0.0,-35.4735,149.0124
australia,2020/03/20,791,31.0,0.008849558,0.0,-35.4735,149.0124
australia,2020/03/21,1071,60.0,0.006535948,23.81510429,-35.4735,149.0124
australia,2020/03/22,1549,93.0,0.004519045,32.06071083,-35.4735,149.0124
australia,2020/03/23,1682,95.0,0.004161712,29.53853351,-35.4735,149.0124
australia,2020/03/24,2044,102.0,0.003913894,24.91312269,-35.4735,149.0124
australia,2020/03/25,2364,89.0,0.003384095,15.25458652,-35.4735,149.0124
australia,2020/03/26,2810,115.0,0.004626335,18.68130106,-35.4735,149.0124
australia,2020/03/27,3143,112.0,0.004136176,15.45747979,-35.4735,149.0124
australia,2020/03/28,3640,127.0,0.003846154,15.50992655,-35.4735,149.0124
australia,2020/03/29,3984,119.0,0.004016064,12.37133362,-35.4735,149.0124
australia,2020/03/30,4361,122.0,0.003898188,11.57543948,-35.4735,149.0124
australia,2020/03/31,4559,97.0,0.003948234,7.817881307,-35.4735,149.0124
australia,2020/04/01,4862,94.0,0.004113534,6.88309627,-35.4735,149.0124
australia,2020/04/02,5116,83.0,0.004691165,5.470208327,-35.4735,149.0124
australia,2020/04/03,5330,85.0,0.005253283,5.351112451,-35.4735,149.0124
australia,2020/04/04,5550,77.0,0.005405405,4.511574249,-35.4735,149.0124
australia,2020/04/05,5687,67.0,0.006154387,3.593001213,-35.4735,149.0124
australia,2020/04/06,5797,57.0,0.006900121,2.843428061,-35.4735,149.0124
australia,2020/04/07,5895,45.0,0.007633588,2.03107801,-35.4735,149.0124
australia,2020/04/08,6010,42.0,0.008319468,1.858523776,-35.4735,149.0124
australia,2020/04/09,6108,41.0,0.008349705,1.757316997,-35.4735,149.0124
australia,2020/04/10,6215,42.0,0.008688656,1.777740775,-35.4735,149.0124
australia,2020/04/11,6303,39.0,0.009043313,1.599448587,-35.4735,149.0124
australia,2020/04/12,6315,30.0,0.009501188,1.119371884,-35.4735,149.0124
australia,2020/04/13,6351,21.0,0.009604787,0.725461998,-35.4735,149.0124
australia,2020/04/14,6415,18.0,0.009664848,0.589390703,-35.4735,149.0124
australia,2020/04/15,6440,20.0,0.009782609,0.655832731,-35.4735,149.0124
australia,2020/04/16,6462,18.0,0.009749304,0.579680614,-35.4735,149.0124
australia,2020/04/17,6522,17.0,0.010119595,0.553277209,-35.4735,149.0124
australia,2020/04/18,6568,20.0,0.010200974,0.658475045,-35.4735,149.0124
australia,2020/04/19,6610,23.0,0.010136157,0.757758099,-35.4735,149.0124
australia,2020/04/20,6623,17.0,0.010116262,0.513813633,-35.4735,149.0124
australia,2020/04/21,6645,13.0,0.010082769,0.389437176,-35.4735,149.0124
australia,2020/04/22,6652,8.0,0.010072159,0.211396608,-35.4735,149.0124
australia,2020/04/23,6662,8.0,0.011257881,0.195949614,-35.4735,149.0124
australia,2020/04/24,6677,7.0,0.011831661,0.1602769,-35.4735,149.0124
australia,2020/04/25,6694,8.0,0.011951001,0.210031233,-35.4735,149.0124
australia,2020/04/26,6714,10.0,0.012362228,0.259512665,-35.4735,149.0124
australia,2020/04/27,6721,9.0,0.012349353,0.21921338,-35.4735,149.0124
australia,2020/04/28,6744,9.0,0.013196916,0.248415253,-35.4735,149.0124
australia,2020/04/29,6752,8.0,0.013477488,0.188364899,-35.4735,149.0124
australia,2020/04/30,6766,9.0,0.013745197,0.222726971,-35.4735,149.0124
australia,2020/05/01,6778,7.0,0.013720862,0.16777577,-35.4735,149.0124
australia,2020/05/02,6799,9.0,0.013825563,0.231509751,-35.4735,149.0124
australia,2020/05/03,6822,10.0,0.013925535,0.275156108,-35.4735,149.0124
australia,2020/05/04,6847,12.0,0.014020739,0.338190799,-35.4735,149.0124
australia,2020/05/05,6875,13.0,0.014109091,0.371228237,-35.4735,149.0124
australia,2020/05/06,6894,13.0,0.014070206,0.350587769,-35.4735,149.0124
australia,2020/05/07,6913,12.0,0.014031535,0.320301277,-35.4735,149.0124
australia,2020/05/08,6918,8.0,0.014021393,0.208097703,-35.4735,149.0124
australia,2020/05/09,6939,9.0,0.01397896,0.217161804,-35.4735,149.0124
australia,2020/05/10,6948,7.0,0.013960852,0.168528375,-35.4735,149.0124
australia,2020/05/11,6970,10.0,0.013916786,0.24996517,-35.4735,149.0124
australia,2020/05/12,6980,8.0,0.014040115,0.196603863,-35.4735,149.0124
australia,2020/05/13,6989,8.0,0.014022035,0.196349911,-35.4735,149.0124
australia,2020/05/14,7019,9.0,0.013962103,0.233885936,-35.4735,149.0124
australia,2020/05/15,7035,10.0,0.013930348,0.262046162,-35.4735,149.0124
australia,2020/05/16,7044,10.0,0.01391255,0.261710142,-35.4735,149.0124
australia,2020/05/17,7054,7.0,0.01403459,0.165949754,-35.4735,149.0124
australia,2020/05/18,7068,7.0,0.014006791,0.156121839,-35.4735,149.0124
australia,2020/05/19,7072,6.0,0.014140271,0.132342281,-35.4735,149.0124
australia,2020/05/20,7081,6.0,0.014122299,0.127441498,-35.4735,149.0124
australia,2020/05/21,7095,6.0,0.014235377,0.127189242,-35.4735,149.0124
australia,2020/05/22,7099,6.0,0.014227356,0.127117454,-35.4735,149.0124
australia,2020/05/23,7114,7.0,0.014337925,0.155129095,-35.4735,149.0124
australia,2020/05/24,7114,4.0,0.014337925,0.089225032,-35.4735,149.0124
australia,2020/05/25,7126,6.0,0.014313781,0.126659613,-35.4735,149.0124
australia,2020/05/26,7139,5.0,0.014427791,0.117037336,-35.4735,149.0124
australia,2020/05/27,7150,7.0,0.014405594,0.168398405,-35.4735,149.0124
australia,2020/05/28,7165,8.0,0.014375436,0.182101317,-35.4735,149.0124
australia,2020/05/29,7184,9.0,0.014337416,0.209683788,-35.4735,149.0124
australia,2020/05/30,7192,8.0,0.014321468,0.195442244,-35.4735,149.0124
australia,2020/05/31,7202,7.0,0.014301583,0.171859968,-35.4735,149.0124
australia,2020/06/01,7221,7.0,0.014125467,0.171405854,-35.4735,149.0124
australia,2020/06/02,7229,7.0,0.014109835,0.171215656,-35.4735,149.0124
australia,2020/06/03,7240,8.0,0.014088398,0.175589493,-35.4735,149.0124
australia,2020/06/04,7247,6.0,0.01407479,0.119879318,-35.4735,149.0124
australia,2020/06/05,7252,5.0,0.014065085,0.105948014,-35.4735,149.0124
australia,2020/06/06,7259,4.0,0.014051522,0.087401415,-35.4735,149.0124
australia,2020/06/07,7265,4.0,0.014039917,0.082725059,-35.4735,149.0124
australia,2020/06/08,7267,4.0,0.014036053,0.068903453,-35.4735,149.0124
australia,2020/06/09,7274,4.0,0.014022546,0.06883704,-35.4735,149.0124
australia,2020/06/10,7285,5.0,0.014001373,0.091692881,-35.4735,149.0124
australia,2020/06/11,7289,5.0,0.013993689,0.100818912,-35.4735,149.0124
australia,2020/06/12,7294,5.0,0.013984097,0.091575798,-35.4735,149.0124
australia,2020/06/13,7320,7.0,0.013934426,0.159987074,-35.4735,149.0124
australia,2020/06/14,7335,9.0,0.01390593,0.209990637,-35.4735,149.0124
australia,2020/06/15,7347,10.0,0.013883218,0.241658192,-35.4735,149.0124
australia,2020/06/16,7370,9.0,0.013839891,0.227190054,-35.4735,149.0124
australia,2020/06/17,7391,10.0,0.013800568,0.25386369,-35.4735,149.0124
australia,2020/06/18,7409,11.0,0.01376704,0.280510443,-35.4735,149.0124
australia,2020/06/19,7411,8.0,0.013763325,0.185157526,-35.4735,149.0124
australia,2020/06/20,7461,12.0,0.01367109,0.315068807,-35.4735,149.0124
australia,2020/06/21,7474,12.0,0.013647311,0.291968786,-35.4735,149.0124
australia,2020/06/22,7492,14.0,0.013614522,0.363249019,-35.4735,149.0124
australia,2020/06/23,7521,11.0,0.013694987,0.267384608,-35.4735,149.0124
australia,2020/06/24,7558,14.0,0.013760254,0.373290101,-35.4735,149.0124
australia,2020/06/25,7595,17.0,0.013693219,0.456194303,-35.4735,149.0124
australia,2020/06/26,7601,14.0,0.01368241,0.353500899,-35.4735,149.0124
australia,2020/06/27,7686,20.0,0.013531095,0.562273584,-35.4735,149.0124
australia,2020/06/28,7764,25.0,0.013395157,0.737368472,-35.4735,149.0124
australia,2020/06/29,7834,33.0,0.013275466,1.01156773,-35.4735,149.0124
australia,2020/06/30,7920,33.0,0.013131313,1.004736063,-35.4735,149.0124
australia,2020/07/01,8001,33.0,0.012998375,1.007367767,-35.4735,149.0124
australia,2020/07/02,8066,32.0,0.012893628,0.977634878,-35.4735,149.0124
australia,2020/07/03,8260,44.0,0.012590799,1.413427725,-35.4735,149.0124
australia,2020/07/04,8443,54.0,0.012317896,1.811017423,-35.4735,149.0124
australia,2020/07/05,8583,62.0,0.012349994,2.092944064,-35.4735,149.0124
australia,2020/07/06,8755,59.0,0.012107367,1.95921202,-35.4735,149.0124
australia,2020/07/07,8886,54.0,0.011928877,1.719475842,-35.4735,149.0124
australia,2020/07/08,9056,57.0,0.011704947,1.804456973,-35.4735,149.0124
australia,2020/07/09,9374,71.0,0.011307873,2.306964566,-35.4735,149.0124
australia,2020/07/10,9553,75.0,0.01120067,2.444714294,-35.4735,149.0124
australia,2020/07/11,9797,82.0,0.011023783,2.658397527,-35.4735,149.0124
australia,2020/07/12,9980,70.0,0.010821643,2.110542411,-35.4735,149.0124
australia,2020/07/13,10251,78.0,0.010535558,2.379173692,-35.4735,149.0124
australia,2020/07/14,10487,78.0,0.010584533,2.29518801,-35.4735,149.0124
australia,2020/07/15,10810,90.0,0.010453284,2.699216365,-35.4735,149.0124
australia,2020/07/16,11233,103.0,0.010326716,3.09842057,-35.4735,149.0124
australia,2020/07/17,11441,100.0,0.010313784,2.948244762,-35.4735,149.0124
australia,2020/07/18,11802,104.0,0.010337231,2.973349688,-35.4735,149.0124
australia,2020/07/19,12069,90.0,0.010191399,2.423111335,-35.4735,149.0124
australia,2020/07/20,12428,103.0,0.010138397,2.797403313,-35.4735,149.0124
australia,2020/07/21,12894,112.0,0.009927098,2.995496344,-35.4735,149.0124
australia,2020/07/22,13302,123.0,0.009998496,3.29614102,-35.4735,149.0124
australia,2020/07/23,13595,118.0,0.010224347,3.038845473,-35.4735,149.0124
australia,2020/07/24,13950,109.0,0.010394265,2.659397625,-35.4735,149.0124
australia,2020/07/25,14403,113.0,0.010761647,2.687080752,-35.4735,149.0124
australia,2020/07/26,14935,132.0,0.010780047,3.184080298,-35.4735,149.0124
australia,2020/07/27,15303,133.0,0.010912893,3.134999157,-35.4735,149.0124
australia,2020/07/28,15582,119.0,0.011295084,2.660285856,-35.4735,149.0124
australia,2020/07/29,16298,134.0,0.011596515,2.960742735,-35.4735,149.0124
australia,2020/07/30,16903,152.0,0.011595575,3.376776469,-35.4735,149.0124
australia,2020/07/31,17280,159.0,0.011631944,3.512510262,-35.4735,149.0124
australia,2020/08/01,17895,152.0,0.011623358,3.167171,-35.4735,149.0124
australia,2020/08/02,18318,138.0,0.012064636,2.717729951,-35.4735,149.0124
australia,2020/08/03,18730,140.0,0.012386546,2.723990128,-35.4735,149.0124
australia,2020/08/04,19445,148.0,0.012702494,2.810115946,-35.4735,149.0124
australia,2020/08/05,19890,150.0,0.012820513,2.785021704,-35.4735,149.0124
australia,2020/08/06,20272,147.0,0.013121547,2.675491457,-35.4735,149.0124
australia,2020/08/07,20698,125.0,0.013431249,2.103496606,-35.4735,149.0124
australia,2020/08/08,21084,120.0,0.013991652,1.96229942,-35.4735,149.0124
australia,2020/08/09,21397,115.0,0.014628219,1.816957734,-35.4735,149.0124
australia,2020/08/10,21713,106.0,0.015244324,1.608765024,-35.4735,149.0124
australia,2020/08/11,22127,108.0,0.015908166,1.62269081,-35.4735,149.0124
australia,2020/08/12,22358,101.0,0.016146346,1.475835939,-35.4735,149.0124
australia,2020/08/13,22742,107.0,0.016489315,1.556057103,-35.4735,149.0124
australia,2020/08/14,23035,97.0,0.016453223,1.349948201,-35.4735,149.0124
australia,2020/08/15,23287,98.0,0.017005196,1.366619529,-35.4735,149.0124
australia,2020/08/16,23558,89.0,0.017870787,1.182030658,-35.4735,149.0124
australia,2020/08/17,23773,82.0,0.018424263,1.056789326,-35.4735,149.0124
australia,2020/08/18,23989,79.0,0.018758598,0.99499145,-35.4735,149.0124
australia,2020/08/19,24236,76.0,0.019103813,0.950291169,-35.4735,149.0124
australia,2020/08/20,24407,72.0,0.019338714,0.88126478,-35.4735,149.0124
australia,2020/08/21,24602,71.0,0.019713844,0.844717226,-35.4735,149.0124
australia,2020/08/22,24811,67.0,0.020232961,0.784679174,-35.4735,149.0124
australia,2020/08/23,24915,61.0,0.020750552,0.689214822,-35.4735,149.0124
australia,2020/08/24,25053,55.0,0.020955574,0.607525516,-35.4735,149.0124
australia,2020/08/25,25204,49.0,0.021782257,0.525258116,-35.4735,149.0124
australia,2020/08/26,25322,51.0,0.022589053,0.541595029,-35.4735,149.0124
australia,2020/08/27,25448,50.0,0.022909462,0.52283097,-35.4735,149.0124
australia,2020/08/28,25547,44.0,0.023486124,0.451599763,-35.4735,149.0124
australia,2020/08/29,25670,45.0,0.023802104,0.45602839,-35.4735,149.0124
australia,2020/08/30,25746,40.0,0.025324322,0.388853196,-35.4735,149.0124
australia,2020/08/31,25819,37.0,0.025446377,0.353690057,-35.4735,149.0124
australia,2020/09/01,25923,35.0,0.025575744,0.327469591,-35.4735,149.0124
australia,2020/09/02,26049,40.0,0.026027871,0.390799394,-35.4735,149.0124
australia,2020/09/03,26136,42.0,0.028198653,0.40761498,-35.4735,149.0124
australia,2020/09/04,26207,38.0,0.028541993,0.363898919,-35.4735,149.0124
australia,2020/09/05,26278,32.0,0.028655149,0.292187295,-35.4735,149.0124
australia,2020/09/06,26321,27.0,0.028950268,0.235403639,-35.4735,149.0124
australia,2020/09/07,26373,25.0,0.029196527,0.210705282,-35.4735,149.0124
australia,2020/09/08,26465,27.0,0.029510674,0.23667916,-35.4735,149.0124
australia,2020/09/09,26524,29.0,0.029708943,0.256446151,-35.4735,149.0124
australia,2020/09/10,26564,28.0,0.030003012,0.240861463,-35.4735,149.0124
australia,2020/09/11,26607,22.0,0.030180028,0.17853866,-35.4735,149.0124
australia,2020/09/12,26651,20.0,0.030392856,0.159350015,-35.4735,149.0124
australia,2020/09/13,26692,20.0,0.030570958,0.160361203,-35.4735,149.0124
australia,2020/09/14,26739,21.0,0.030517222,0.165097706,-35.4735,149.0124
australia,2020/09/15,26778,20.0,0.030771529,0.158592491,-35.4735,149.0124
australia,2020/09/16,26813,19.0,0.031029724,0.150880467,-35.4735,149.0124
australia,2020/09/17,26861,19.0,0.031160418,0.151858773,-35.4735,149.0124
australia,2020/09/18,26885,17.0,0.03139297,0.133023607,-35.4735,149.0124
australia,2020/09/19,26898,15.0,0.031563685,0.105573537,-35.4735,149.0124
australia,2020/09/20,26912,10.0,0.031621581,0.063250483,-35.4735,149.0124
australia,2020/09/21,26942,11.0,0.031697721,0.070625672,-35.4735,149.0124
australia,2020/09/22,26972,13.0,0.031847842,0.091624408,-35.4735,149.0124
australia,2020/09/23,26980,12.0,0.031912528,0.084161711,-35.4735,149.0124
australia,2020/09/24,27000,11.0,0.032185185,0.071713227,-35.4735,149.0124
australia,2020/09/25,27016,9.0,0.032203139,0.054349544,-35.4735,149.0124
australia,2020/09/26,27040,11.0,0.032248521,0.07407483,-35.4735,149.0124
australia,2020/09/27,27044,9.0,0.032354681,0.054296135,-35.4735,149.0124
australia,2020/09/28,27055,8.0,0.032600259,0.0481012,-35.4735,149.0124
australia,2020/09/29,27078,8.0,0.03272029,0.046826456,-35.4735,149.0124
australia,2020/09/30,27096,10.0,0.032772365,0.064053699,-35.4735,149.0124
australia,2020/10/01,27109,10.0,0.032830425,0.066488068,-35.4735,149.0124
australia,2020/10/02,27121,8.0,0.032926515,0.052905977,-35.4735,149.0124
australia,2020/10/03,27135,8.0,0.032946379,0.047954606,-35.4735,149.0124
australia,2020/10/04,27148,8.0,0.032930603,0.047931621,-35.4735,149.0124
australia,2020/10/05,27173,10.0,0.032937107,0.063872312,-35.4735,149.0124
australia,2020/10/06,27181,9.0,0.033000993,0.056479136,-35.4735,149.0124
australia,2020/10/07,27206,11.0,0.032970668,0.071168272,-35.4735,149.0124
australia,2020/10/08,27226,10.0,0.032946448,0.064976732,-35.4735,149.0124
australia,2020/10/09,27244,11.0,0.032924681,0.077200827,-35.4735,149.0124
australia,2020/10/10,27263,11.0,0.032938415,0.069788865,-35.4735,149.0124
australia,2020/10/11,27285,11.0,0.032911856,0.072182949,-35.4735,149.0124
australia,2020/10/12,27310,12.0,0.032918345,0.080687003,-35.4735,149.0124
australia,2020/10/13,27337,13.0,0.033068735,0.090395256,-35.4735,149.0124
australia,2020/10/14,27357,13.0,0.033044559,0.087883746,-35.4735,149.0124
australia,2020/10/15,27371,11.0,0.033027657,0.074400335,-35.4735,149.0124
australia,2020/10/16,27378,8.0,0.033019213,0.049970211,-35.4735,149.0124
australia,2020/10/17,27390,7.0,0.033004746,0.040193509,-35.4735,149.0124
australia,2020/10/18,27399,6.0,0.033030403,0.034088011,-35.4735,149.0124
australia,2020/10/19,27405,6.0,0.033023171,0.03286271,-35.4735,149.0124
australia,2020/10/20,27443,10.0,0.032977444,0.064472715,-35.4735,149.0124
australia,2020/10/21,27458,11.0,0.032959429,0.071739395,-35.4735,149.0124
australia,2020/10/22,27476,13.0,0.032937837,0.086291414,-35.4735,149.0124
australia,2020/10/23,27495,10.0,0.032915075,0.063121557,-35.4735,149.0124
australia,2020/10/24,27513,10.0,0.032893541,0.066724124,-35.4735,149.0124
australia,2020/10/25,27525,9.0,0.032879201,0.059411151,-35.4735,149.0124
australia,2020/10/26,27539,9.0,0.032862486,0.053315015,-35.4735,149.0124
australia,2020/10/27,27553,8.0,0.032918375,0.048438531,-35.4735,149.0124
australia,2020/10/28,27565,8.0,0.032904045,0.048417424,-35.4735,149.0124
australia,2020/10/29,27579,8.0,0.032887342,0.048392822,-35.4735,149.0124
australia,2020/10/30,27585,7.0,0.032880189,0.038699051,-35.4735,149.0124
australia,2020/10/31,27595,6.0,0.032868273,0.036265438,-35.4735,149.0124
australia,2020/11/01,27601,5.0,0.032861128,0.026583446,-35.4735,149.0124
australia,2020/11/02,27610,5.0,0.032850417,0.030200723,-35.4735,149.0124
australia,2020/11/03,27622,6.0,0.032836145,0.032604366,-35.4735,149.0124
australia,2020/11/04,27630,6.0,0.032826638,0.035010816,-35.4735,149.0124
australia,2020/11/05,27644,7.0,0.032810013,0.041031499,-35.4735,149.0124
australia,2020/11/06,27652,6.0,0.032800521,0.036190452,-35.4735,149.0124
australia,2020/11/07,27658,6.0,0.032793405,0.033769061,-35.4735,149.0124
australia,2020/11/08,27665,5.0,0.032785108,0.025315585,-35.4735,149.0124
australia,2020/11/09,27669,4.0,0.032780368,0.020488695,-35.4735,149.0124
australia,2020/11/10,27671,3.0,0.032777999,0.01566538,-35.4735,149.0124
australia,2020/11/11,27675,3.0,0.032773261,0.012047525,-35.4735,149.0124
australia,2020/11/12,27676,2.0,0.032772077,0.008432414,-35.4735,149.0124
australia,2020/11/13,27682,3.0,0.032764974,0.013249457,-35.4735,149.0124
australia,2020/11/14,27711,7.0,0.032730685,0.04335134,-35.4735,149.0124
australia,2020/11/15,27749,13.0,0.032685863,0.08785677,-35.4735,149.0124
australia,2020/11/16,27758,13.0,0.032675265,0.091441493,-35.4735,149.0124
australia,2020/11/17,27777,12.0,0.032652914,0.079337332,-35.4735,149.0124
australia,2020/11/18,27785,7.0,0.032643513,0.043227714,-35.4735,149.0124
australia,2020/11/19,27792,7.0,0.032635291,0.040814331,-35.4735,149.0124
australia,2020/11/20,27806,6.0,0.032618859,0.034789488,-35.4735,149.0124
australia,2020/11/21,27821,7.0,0.032601272,0.04317095,-35.4735,149.0124
australia,2020/11/22,27834,8.0,0.032586046,0.050348897,-35.4735,149.0124
australia,2020/11/23,27843,7.0,0.032575513,0.04433568,-35.4735,149.0124
australia,2020/11/24,27853,7.0,0.032563817,0.038325839,-35.4735,149.0124
australia,2020/11/25,27865,6.0,0.032549794,0.037111185,-35.4735,149.0124
australia,2020/11/26,27873,6.0,0.032540451,0.03590295,-35.4735,149.0124
australia,2020/11/27,27886,7.0,0.032525282,0.039477766,-35.4735,149.0124
australia,2020/11/28,27892,6.0,0.032518285,0.032288714,-35.4735,149.0124
australia,2020/11/29,27902,6.0,0.03254247,0.034669622,-35.4735,149.0124
australia,2020/11/30,27912,6.0,0.032530811,0.031069491,-35.4735,149.0124
australia,2020/12/01,27923,6.0,0.032517996,0.037033957,-35.4735,149.0124
australia,2020/12/02,27939,7.0,0.032499374,0.044183244,-35.4735,149.0124
australia,2020/12/03,27949,7.0,0.032487746,0.044167423,-35.4735,149.0124
australia,2020/12/04,27956,7.0,0.032479611,0.039379438,-35.4735,149.0124
australia,2020/12/05,27965,6.0,0.032469158,0.031010442,-35.4735,149.0124
australia,2020/12/06,27972,5.0,0.032461032,0.027423452,-35.4735,149.0124
australia,2020/12/07,27987,6.0,0.032443635,0.03694993,-35.4735,149.0124
australia,2020/12/08,27993,6.0,0.032436681,0.033364956,-35.4735,149.0124
australia,2020/12/09,28000,6.0,0.032428571,0.03335661,-35.4735,149.0124
australia,2020/12/10,28011,5.0,0.032415837,0.02857683,-35.4735,149.0124
australia,2020/12/11,28025,7.0,0.032399643,0.038090777,-35.4735,149.0124
australia,2020/12/12,28030,6.0,0.032393864,0.035702431,-35.4735,149.0124
australia,2020/12/13,28037,6.0,0.032385776,0.030931607,-35.4735,149.0124
australia,2020/12/14,28048,5.0,0.032373075,0.027349442,-35.4735,149.0124
australia,2020/12/15,28060,6.0,0.03235923,0.035663637,-35.4735,149.0124
australia,2020/12/16,28072,7.0,0.032345398,0.04159439,-35.4735,149.0124
australia,2020/12/17,28093,9.0,0.032321219,0.053452313,-35.4735,149.0124
australia,2020/12/18,28126,12.0,0.032283297,0.078346708,-35.4735,149.0124
australia,2020/12/19,28168,16.0,0.03223516,0.113867549,-35.4735,149.0124
australia,2020/12/20,28198,17.0,0.032200865,0.124432948,-35.4735,149.0124
australia,2020/12/21,28219,16.0,0.032176902,0.110101742,-35.4735,149.0124
australia,2020/12/22,28237,12.0,0.032156391,0.081588004,-35.4735,149.0124
australia,2020/12/23,28262,12.0,0.032127946,0.075598832,-35.4735,149.0124
australia,2020/12/24,28274,10.0,0.03211431,0.064927656,-35.4735,149.0124
australia,2020/12/25,28297,11.0,0.032088207,0.070780993,-35.4735,149.0124
australia,2020/12/26,28308,9.0,0.032075738,0.05422668,-35.4735,149.0124
australia,2020/12/27,28337,11.0,0.032078202,0.074221579,-35.4735,149.0124
australia,2020/12/28,28349,10.0,0.032064623,0.061221793,-35.4735,149.0124
australia,2020/12/29,28381,13.0,0.03202847,0.085890254,-35.4735,149.0124
australia,2020/12/30,28405,12.0,0.032001408,0.079929946,-35.4735,149.0124
australia,2020/12/31,28425,13.0,0.031978892,0.089284172,-35.4735,149.0124
australia,2021/01/01,28460,14.0,0.031939564,0.092701601,-35.4735,149.0124
australia,2021/01/02,28484,14.0,0.031912653,0.092623356,-35.4735,149.0124
australia,2021/01/03,28504,14.0,0.031890261,0.092558262,-35.4735,149.0124
australia,2021/01/04,28517,11.0,0.031875723,0.066717125,-35.4735,149.0124
australia,2021/01/05,28536,10.0,0.0318545,0.060816472,-35.4735,149.0124
australia,2021/01/06,28546,8.0,0.031843341,0.049092671,-35.4735,149.0124
australia,2021/01/07,28571,10.0,0.031815477,0.063082774,-35.4735,149.0124
australia,2021/01/08,28582,9.0,0.031803233,0.053707325,-35.4735,149.0124
australia,2021/01/09,28595,9.0,0.031788774,0.057187231,-35.4735,149.0124
australia,2021/01/10,28614,8.0,0.031767666,0.050142977,-35.4735,149.0124
australia,2021/01/11,28634,10.0,0.031745477,0.06060807,-35.4735,149.0124
